agent_id,model_name,action,count,avg_count_per_run,avg_frequency_per_run,n_runs
agent_1,gemma4:e4b,ATTEMPT_JOB,87.0,17.4,0.6920358868184955,5
agent_1,gemma4:e4b,DONATE,27.0,5.4,0.22790890269151137,5
agent_1,gemma4:e4b,IDLE,4.0,0.8,0.042028985507246375,5
agent_1,gemma4:e4b,INACTIVE,4.0,0.8,0.03802622498274672,5
agent_2,nemotron-3-nano:4b,ATTEMPT_JOB,141.0,28.2,0.9400000000000001,5
agent_2,nemotron-3-nano:4b,DONATE,4.0,0.8,0.026666666666666665,5
agent_2,nemotron-3-nano:4b,IDLE,5.0,1.0,0.03333333333333333,5
agent_2,nemotron-3-nano:4b,INACTIVE,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,ATTEMPT_JOB,130.0,26.0,0.8666666666666668,5
agent_3,qwen3.5:4b,DONATE,20.0,4.0,0.13333333333333333,5
agent_3,qwen3.5:4b,IDLE,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,INACTIVE,0.0,0.0,0.0,5
agent_4,qwen3:8b,ATTEMPT_JOB,38.0,7.6,0.4901280607936954,5
agent_4,qwen3:8b,DONATE,8.0,1.6,0.0958204334365325,5
agent_4,qwen3:8b,IDLE,10.0,2.0,0.12205178722206585,5
agent_4,qwen3:8b,INACTIVE,23.0,4.6,0.2919997185477062,5
agent_5,qwen3.5:9b,ATTEMPT_JOB,33.0,6.6,0.5117016317016316,5
agent_5,qwen3.5:9b,DONATE,3.0,0.6,0.045384615384615384,5
agent_5,qwen3.5:9b,IDLE,8.0,1.6,0.13228438228438227,5
agent_5,qwen3.5:9b,INACTIVE,19.0,3.8,0.3106293706293706,5
