agent_id,model_name,action,count,avg_count_per_run,avg_frequency_per_run,n_runs
agent_1,gemma4:e4b,ATTEMPT_JOB,147.0,29.4,0.9800000000000001,5
agent_1,gemma4:e4b,DONATE,0.0,0.0,0.0,5
agent_1,gemma4:e4b,ERROR,0.0,0.0,0.0,5
agent_1,gemma4:e4b,IDLE,3.0,0.6,0.019999999999999997,5
agent_1,gemma4:e4b,SABOTAGE_JOB,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,ATTEMPT_JOB,137.0,27.4,0.9133333333333333,5
agent_2,nemotron-3-nano:4b,DONATE,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,ERROR,7.0,1.4,0.04666666666666667,5
agent_2,nemotron-3-nano:4b,IDLE,6.0,1.2,0.039999999999999994,5
agent_2,nemotron-3-nano:4b,SABOTAGE_JOB,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,ATTEMPT_JOB,149.0,29.8,0.9933333333333334,5
agent_3,qwen3.5:4b,DONATE,1.0,0.2,0.006666666666666666,5
agent_3,qwen3.5:4b,ERROR,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,IDLE,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,SABOTAGE_JOB,0.0,0.0,0.0,5
agent_4,qwen3:8b,ATTEMPT_JOB,49.0,9.8,0.855952380952381,5
agent_4,qwen3:8b,DONATE,0.0,0.0,0.0,5
agent_4,qwen3:8b,ERROR,1.0,0.2,0.02857142857142857,5
agent_4,qwen3:8b,IDLE,1.0,0.2,0.03333333333333333,5
agent_4,qwen3:8b,SABOTAGE_JOB,4.0,0.8,0.08214285714285714,5
agent_5,qwen3.5:9b,ATTEMPT_JOB,27.0,5.4,0.7157142857142857,5
agent_5,qwen3.5:9b,DONATE,0.0,0.0,0.0,5
agent_5,qwen3.5:9b,ERROR,7.0,1.4,0.2157142857142857,5
agent_5,qwen3.5:9b,IDLE,2.0,0.4,0.06857142857142857,5
agent_5,qwen3.5:9b,SABOTAGE_JOB,0.0,0.0,0.0,5
