agent_id,model_name,action,count,avg_count_per_run,avg_frequency_per_run,n_runs
agent_1,gemma4:e4b,ATTEMPT_JOB,146.0,29.2,0.9857142857142858,5
agent_1,gemma4:e4b,DONATE,0.0,0.0,0.0,5
agent_1,gemma4:e4b,IDLE,2.0,0.4,0.014285714285714285,5
agent_1,gemma4:e4b,INACTIVE,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,ATTEMPT_JOB,146.0,29.2,0.9733333333333334,5
agent_2,nemotron-3-nano:4b,DONATE,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,IDLE,4.0,0.8,0.026666666666666665,5
agent_2,nemotron-3-nano:4b,INACTIVE,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,ATTEMPT_JOB,148.0,29.6,0.9866666666666667,5
agent_3,qwen3.5:4b,DONATE,1.0,0.2,0.006666666666666666,5
agent_3,qwen3.5:4b,IDLE,1.0,0.2,0.006666666666666666,5
agent_3,qwen3.5:4b,INACTIVE,0.0,0.0,0.0,5
agent_4,qwen3:8b,ATTEMPT_JOB,76.0,15.2,0.9636363636363636,5
agent_4,qwen3:8b,DONATE,0.0,0.0,0.0,5
agent_4,qwen3:8b,IDLE,1.0,0.2,0.01818181818181818,5
agent_4,qwen3:8b,INACTIVE,1.0,0.2,0.01818181818181818,5
agent_5,qwen3.5:9b,ATTEMPT_JOB,66.0,13.2,0.9846153846153847,5
agent_5,qwen3.5:9b,DONATE,0.0,0.0,0.0,5
agent_5,qwen3.5:9b,IDLE,1.0,0.2,0.015384615384615385,5
agent_5,qwen3.5:9b,INACTIVE,0.0,0.0,0.0,5
