agent_id,model_name,action,count,avg_count_per_run,avg_frequency_per_run,n_runs
agent_1,gemma4:e4b,ATTEMPT_JOB,146.0,29.2,0.9857142857142858,5
agent_1,gemma4:e4b,DONATE,0.0,0.0,0.0,5
agent_1,gemma4:e4b,ERROR,0.0,0.0,0.0,5
agent_1,gemma4:e4b,IDLE,2.0,0.4,0.014285714285714285,5
agent_1,gemma4:e4b,INACTIVE,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,ATTEMPT_JOB,142.0,28.4,0.9466666666666667,5
agent_2,nemotron-3-nano:4b,DONATE,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,ERROR,8.0,1.6,0.05333333333333333,5
agent_2,nemotron-3-nano:4b,IDLE,0.0,0.0,0.0,5
agent_2,nemotron-3-nano:4b,INACTIVE,0.0,0.0,0.0,5
agent_3,qwen3.5:4b,ATTEMPT_JOB,147.0,29.4,0.9800000000000001,5
agent_3,qwen3.5:4b,DONATE,1.0,0.2,0.006666666666666666,5
agent_3,qwen3.5:4b,ERROR,1.0,0.2,0.006666666666666666,5
agent_3,qwen3.5:4b,IDLE,1.0,0.2,0.006666666666666666,5
agent_3,qwen3.5:4b,INACTIVE,0.0,0.0,0.0,5
agent_4,qwen3:8b,ATTEMPT_JOB,72.0,14.4,0.9329117259552042,5
agent_4,qwen3:8b,DONATE,0.0,0.0,0.0,5
agent_4,qwen3:8b,ERROR,4.0,0.8,0.030724637681159416,5
agent_4,qwen3:8b,IDLE,1.0,0.2,0.01818181818181818,5
agent_4,qwen3:8b,INACTIVE,1.0,0.2,0.01818181818181818,5
agent_5,qwen3.5:9b,ATTEMPT_JOB,64.0,12.8,0.936996336996337,5
agent_5,qwen3.5:9b,DONATE,0.0,0.0,0.0,5
agent_5,qwen3.5:9b,ERROR,2.0,0.4,0.047619047619047616,5
agent_5,qwen3.5:9b,IDLE,1.0,0.2,0.015384615384615385,5
agent_5,qwen3.5:9b,INACTIVE,0.0,0.0,0.0,5
