agent_id,model_name,job_category,job_difficulty,total_attempts,avg_count_per_run,std_count_per_run,n_runs
agent_1,gemma4:e4b,biology,easy,1,1.0,,1
agent_1,gemma4:e4b,biology,hard,4,1.0,0.0,4
agent_1,gemma4:e4b,biology,medium,7,1.75,0.9574271077563382,4
agent_1,gemma4:e4b,business,hard,5,1.6666666666666667,0.5773502691896257,3
agent_1,gemma4:e4b,business,medium,2,1.0,0.0,2
agent_1,gemma4:e4b,chemistry,hard,6,1.5,1.0,4
agent_1,gemma4:e4b,chemistry,medium,3,1.5,0.7071067811865476,2
agent_1,gemma4:e4b,computer science,easy,1,1.0,,1
agent_1,gemma4:e4b,computer science,hard,9,2.25,0.5,4
agent_1,gemma4:e4b,computer science,medium,10,2.5,2.380476142847616,4
agent_1,gemma4:e4b,economics,hard,9,2.25,1.2583057392117916,4
agent_1,gemma4:e4b,economics,medium,9,2.25,1.5,4
agent_1,gemma4:e4b,engineering,hard,1,1.0,,1
agent_1,gemma4:e4b,engineering,medium,2,2.0,,1
agent_1,gemma4:e4b,health,hard,1,1.0,,1
agent_1,gemma4:e4b,history,hard,3,1.5,0.7071067811865476,2
agent_1,gemma4:e4b,history,medium,5,1.6666666666666667,0.5773502691896258,3
agent_1,gemma4:e4b,law,easy,1,1.0,,1
agent_1,gemma4:e4b,law,hard,5,1.6666666666666667,0.5773502691896257,3
agent_1,gemma4:e4b,law,medium,4,2.0,1.4142135623730951,2
agent_1,gemma4:e4b,math,easy,1,1.0,,1
agent_1,gemma4:e4b,math,hard,4,1.0,0.0,4
agent_1,gemma4:e4b,math,medium,10,3.3333333333333335,3.2145502536643185,3
agent_1,gemma4:e4b,philosophy,easy,2,2.0,,1
agent_1,gemma4:e4b,philosophy,hard,4,2.0,0.0,2
agent_1,gemma4:e4b,philosophy,medium,2,1.0,0.0,2
agent_1,gemma4:e4b,physics,easy,3,1.0,0.0,3
agent_1,gemma4:e4b,physics,hard,14,2.8,1.3038404810405297,5
agent_1,gemma4:e4b,physics,medium,5,2.5,2.1213203435596424,2
agent_1,gemma4:e4b,psychology,easy,1,1.0,,1
agent_1,gemma4:e4b,psychology,hard,4,2.0,0.0,2
agent_1,gemma4:e4b,psychology,medium,9,4.5,3.5355339059327378,2
agent_2,nemotron-3-nano:4b,biology,easy,7,2.3333333333333335,1.5275252316519465,3
agent_2,nemotron-3-nano:4b,biology,hard,1,1.0,,1
agent_2,nemotron-3-nano:4b,biology,medium,3,1.5,0.7071067811865476,2
agent_2,nemotron-3-nano:4b,business,easy,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,business,hard,1,1.0,,1
agent_2,nemotron-3-nano:4b,business,medium,5,1.25,0.5,4
agent_2,nemotron-3-nano:4b,chemistry,easy,5,1.6666666666666667,0.5773502691896257,3
agent_2,nemotron-3-nano:4b,chemistry,hard,1,1.0,,1
agent_2,nemotron-3-nano:4b,chemistry,medium,5,1.6666666666666667,0.5773502691896257,3
agent_2,nemotron-3-nano:4b,computer science,easy,3,1.5,0.7071067811865476,2
agent_2,nemotron-3-nano:4b,computer science,medium,3,1.5,0.7071067811865476,2
agent_2,nemotron-3-nano:4b,economics,easy,4,1.3333333333333333,0.5773502691896258,3
agent_2,nemotron-3-nano:4b,economics,hard,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,economics,medium,8,2.0,0.816496580927726,4
agent_2,nemotron-3-nano:4b,engineering,easy,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,engineering,hard,1,1.0,,1
agent_2,nemotron-3-nano:4b,engineering,medium,4,1.3333333333333333,0.5773502691896257,3
agent_2,nemotron-3-nano:4b,health,easy,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,health,hard,5,1.25,0.5,4
agent_2,nemotron-3-nano:4b,health,medium,3,1.0,0.0,3
